Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
FIFA Soccer 2005,Playstation,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,EA Canada,E
Tony Hawk's Pro Skater 4,Playstation,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,Neversoft Entertainment,T
Star Wars Battlefront (2015),Microsoft,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,,,,,,
Midnight Club 3: DUB Edition,Playstation,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,34,8.4,31,Rockstar Leeds,E10+
SOCOM: U.S. Navy SEALs,Playstation,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,Playstation,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Naughty Dog,E
Pro Evolution Soccer 2008,Playstation,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,E
Resident Evil 4,Playstation,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,Capcom,M
FIFA Soccer 10,Playstation,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,EA Sports,E
Star Wars: Battlefront,Playstation,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Pandemic Studios,T
The Simpsons: Road Rage,Playstation,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,T
Battlefield 4,Playstation,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,EA DICE,M
Star Wars: Battlefront II,Playstation,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Pandemic Studios,T
WWF SmackDown!,Playstation,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,,,
Croc: Legend of the Gobbos,Playstation,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56,,,,,,
Grand Theft Auto: Liberty City Stories,Playstation,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,Rockstar Leeds,M
The Getaway,Playstation,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,Team Soho,M
Tomb Raider III: Adventures of Lara Croft,Playstation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,,,
James Bond 007: Agent Under Fire,Playstation,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,T
LEGO Star Wars: The Video Game,Playstation,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,,
Rugrats in Paris: The Movie,Playstation,2000,Action,THQ,1.96,1.33,0,0.23,3.52,,,,,,
FIFA Soccer 11,Microsoft,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,EA Sports,E
Spyro 2: Ripto's Rage!,Playstation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,,,
Left 4 Dead,Microsoft,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Certain Affinity,M
Assassin's Creed: Unity,Microsoft,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
Resident Evil 5,Microsoft,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,Capcom,M
Assassin's Creed: Brotherhood,Microsoft,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft Montreal,M
FIFA Soccer 2004,Playstation,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84,20,6.4,76,EA Canada,E
Battlefield 4,Playstation,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,EA DICE,M
Batman: Arkham Asylum,Microsoft,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,Rocksteady Studios,T
Battlefield 4,Microsoft,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,EA DICE,M
Battlefield: Bad Company 2,Microsoft,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,M
Borderlands,Microsoft,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,Gearbox Software,M
Tekken 4,Playstation,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,Namco,T
Grand Theft Auto 2,Playstation,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,70,15,8,67,DMA Design,T
Metal Gear Solid V: The Phantom Pain,Playstation,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
Spider-Man 2,Playstation,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,Treyarch,T
FIFA Soccer 2003,Playstation,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,EA Canada,E
LittleBigPlanet 2,Playstation,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,Media Molecule,E
Crash Bash,Playstation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,Eurocom Entertainment Software,E
Assassin's Creed Syndicate,Playstation,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Ubisoft Quebec,M
LEGO Batman: The Videogame,Microsoft,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0,0.32,3.38,76,49,7.9,75,Traveller's Tales,E10+
Destiny,Microsoft,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T
WWF War Zone,Playstation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,,,,,,
Far Cry 3,Playstation,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft Montreal,M
Rugrats: Search For Reptar,Playstation,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34,,,,,,
James Bond 007: Nightfire,Playstation,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,Eurocom Entertainment Software,T
Ratchet & Clank,Playstation,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,,,,,,
Star Wars Episode III: Revenge of the Sith,Playstation,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,Double Helix Games,T
Max Payne,Playstation,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,M
Assassin's Creed IV: Black Flag,Microsoft,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,Ubisoft,M
The Lord of the Rings: The Return of the King,Playstation,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,EA Games,T
Gears of War: Ultimate Edition,Microsoft,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,0.34,3.28,82,74,7.5,563,"Splash Damage, The Coalition",M
True Crime: Streets of LA,Playstation,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,39,8,94,"Luxoflux, Inc.",M
Gran Turismo (PSP),Playstation,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,,,,,,
FIFA 16,Microsoft,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,E
Tekken,Playstation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,,,,,,
Madden NFL 16,Playstation,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24,83,37,5.9,180,EA Sports,E
Gran Turismo 6,Playstation,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,Polyphony Digital,E
Halo: The Master Chief Collection,Microsoft,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,343 Industries,M
007: Tomorrow Never Dies,Playstation,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21,,,,,,
WWF SmackDown! 2: Know Your Role,Playstation,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,,,,,
God of War: Chains of Olympus,Playstation,2008,Action,Sony Computer Entertainment,1.48,1,0.04,0.66,3.18,91,79,8.6,565,Ready at Dawn,M
Enter the Matrix,Playstation,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,Shiny Entertainment,T
Crisis Core: Final Fantasy VII,Playstation,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,67,8,463,Square Enix,T
Dance Central,Microsoft,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,Harmonix Music Systems,T
L.A. Noire,Playstation,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,Team Bondi,M
Ace Combat 04: Shattered Skies,Playstation,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,E
FIFA Soccer 08,Playstation,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E
Spider-Man,Playstation,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,19,9,107,Neversoft Entertainment,E
Need for Speed III: Hot Pursuit,Playstation,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12,88,13,,,EA Canada,E
Fallout: New Vegas,Playstation,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,Obsidian Entertainment,M
The Elder Scrolls IV: Oblivion,Playstation,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,4J Studios,M
Resident Evil 6,Playstation,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,Capcom,M
Mass Effect 2,Microsoft,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,BioWare,M
Dragon Ball Z: Budokai,Playstation,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,Dimps Corporation,T
Madden NFL 2002,Playstation,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,EA Sports,E
Borderlands 2,Microsoft,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,Gearbox Software,M
Kung Fu Panda,Microsoft,2008,Action,Activision,1.91,0.84,0,0.29,3.04,75,42,7.4,32,"Luxoflux, Inc.",E10+
Mass Effect 3,Microsoft,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725,BioWare,M
Heavy Rain,Playstation,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,Quantic Dream,M
Rayman,Playstation,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03,,,,,,
Saints Row 2,Microsoft,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81,75,8.1,307,Volition Inc.,M
Tom Clancy's Splinter Cell,Microsoft,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,93,46,8.5,121,Ubisoft Montreal,T
WWE SmackDown! Shut Your Mouth,Playstation,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,,,,,,
FIFA 14,Playstation,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,EA Canada,E
Killzone 2,Playstation,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,Guerrilla,M
Far Cry 3,Microsoft,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,Ubisoft Montreal,M
NBA 2K13,Microsoft,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3,88,41,7.2,131,Visual Concepts,E
Dragon Ball Z: Budokai Tenkaichi 3,Playstation,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,"Spike, Namco Bandai Games",T
wwe Smackdown vs. Raw 2006,Playstation,N/A,Fighting,N/A,1.57,1.02,0,0.41,3,,,,,,
World Soccer Winning Eleven 6 International,Playstation,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93,24,9.1,65,KCET,E
Devil May Cry,Playstation,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M
Middle-Earth: Shadow of Mordor,Playstation,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,Monolith Productions,M
Sonic Heroes,Playstation,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64,29,7.8,94,Sonic Team,E
Hitman 2: Silent Assassin,Playstation,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78,Io Interactive,M
Titanfall,Microsoft,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M
Battlefield: Bad Company 2,Playstation,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,EA DICE,M
SOCOM II: U.S. Navy SEALs,Playstation,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,42,9,93,Zipper Interactive,M
WWE SmackDown! vs. RAW 2006,Playstation,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,,,,,,
Street Fighter IV,Microsoft,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292,Capcom,T
inFAMOUS,Playstation,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1172,Sucker Punch,T
Call of Duty: Ghosts,Microsoft,2013,Shooter,Activision,1.88,0.77,0,0.27,2.92,78,7,4.3,700,Infinity Ward,M
FIFA 15,Microsoft,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,2.92,,,4.2,85,EA Sports,E
Mass Effect,Microsoft,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,BioWare,M
Sonic Mega Collection Plus,Playstation,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,73,21,8.6,30,Sonic Team,E
World Soccer Winning Eleven 7 International,Playstation,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93,28,9,45,KCET,E
Sega Superstars Tennis,Microsoft,2008,Sports,Sega,1.75,0.86,0,0.28,2.89,67,45,6.8,18,Sumo Digital,E10+
Hot Shots Golf 3,Playstation,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,Clap Hanz,E
Call of Duty: Finest Hour,Playstation,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,Spark Unlimited,T
Syphon Filter,Playstation,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,,,,,,
Colin McRae Rally,Playstation,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,,,,,,
Madden NFL 13,Microsoft,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86,81,36,5.8,179,EA Tiburon,E
The Elder Scrolls III: Morrowind,Microsoft,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,34,8.7,111,Bethesda Softworks,T
Assassin's Creed IV: Black Flag,Playstation,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,Ubisoft,M
Mortal Kombat,Playstation,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84,84,60,8.4,494,NetherRealm Studios,M
Madden NFL 10,Microsoft,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,85,58,6.1,90,EA Tiburon,E
WWE SmackDown! vs. Raw,Playstation,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,,,,,,
BioShock,Microsoft,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin",M
Assassin's Creed: Brotherhood,Playstation,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,Ubisoft Montreal,M
Medal of Honor,Playstation,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,"EA DICE, Danger Close",M
Need for Speed: Most Wanted,Playstation,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81,,,,,,
WWE SmackDown! Here Comes the Pain,Playstation,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,,,,,,
Hot Shots Golf,Playstation,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,,,,,,
A Bug's Life,Playstation,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79,,,,,,
WWF SmackDown! Just Bring It,Playstation,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,,,,,,
inFAMOUS: Second Son,Playstation,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80,90,7.9,2944,Sucker Punch,T
Mortal Kombat Trilogy,Playstation,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79,,,,,,
NBA Street,Playstation,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,NuFX,E
Jak II,Playstation,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,87,47,8.2,241,Naughty Dog,T
Ratchet & Clank: Going Commando,Playstation,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,,,,,,
Need for Speed: Hot Pursuit,Playstation,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,Criterion Games,E10+
Mortal Kombat X,Playstation,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48,2.78,83,81,7.7,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
The Sims,Playstation,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,7.7,46,Edge of Reality,T
Killzone 3,Playstation,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,Guerrilla,M
Star Wars: The Force Unleashed,Microsoft,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,74,6.7,389,LucasArts,T
Minecraft,Microsoft,2014,Misc,Microsoft Game Studios,1.61,0.9,0,0.25,2.76,,,,,,
Saints Row: The Third,Microsoft,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490,Volition Inc.,M
Tekken 6,Playstation,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79,63,7.4,211,Namco Bandai Games,T
FIFA 16,Playstation,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,,,3.2,58,EA Sports,E
Onimusha: Warlords,Playstation,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M
L.A. Noire,Microsoft,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893,Team Bondi,M
Call of Duty 3,Microsoft,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,Treyarch,T
Madden NFL 12,Microsoft,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94,EA Tiburon,E
LEGO Star Wars II: The Original Trilogy,Playstation,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,32,9,41,Traveller's Tales,E10+
Killzone: Shadow Fall,Playstation,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73,88,6.8,2102,Guerrilla,M
Madden NFL 11,Microsoft,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,84,47,5.7,120,EA Tiburon,E
Burnout 3: Takedown,Playstation,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,93,52,9.1,271,Criterion Games,T
Call Of Duty 2: Big Red One,Playstation,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,Treyarch,T
Medal of Honor,Playstation,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67,92,17,8.6,80,Dreamworks Interactive,T
Fable,Microsoft,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,85,87,8.5,268,Big Blue Box,M
Guitar Hero: World Tour,Microsoft,2008,Misc,Activision,1.78,0.63,0,0.25,2.66,85,67,6.3,171,Neversoft Entertainment,T
FIFA 17,Microsoft,2016,Sports,Electronic Arts,0.43,2.05,0,0.17,2.65,84,50,5.5,201,"EA Sports, EA Vancouver",E
Tom Clancy's Splinter Cell,Playstation,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,89,24,7.7,102,Ubisoft Shanghai,T
Need for Speed: Shift,Playstation,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84,55,6.9,113,Slightly Mad Studios,E
Medal of Honor Heroes,Playstation,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,Team Fusion,T
Final Fantasy XIII-2,Playstation,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79,53,6.6,707,Square Enix,T
Midnight Club: Street Racing,Playstation,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63,78,18,7.8,21,Angel Studios,T
Skate 3,Microsoft,2010,Sports,Electronic Arts,1.47,0.93,0,0.24,2.63,80,65,8,127,EA Black Box,T
ESPN NFL 2K5,Playstation,2004,Sports,Sega,2.15,0.12,0,0.36,2.62,90,37,8.2,84,Visual Concepts,E
Halo Wars,Microsoft,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,82,92,7.2,454,Ensemble Studios,T
NBA 2K12,Microsoft,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134,Visual Concepts,E
Pac-Man: Adventures in Time,Playstation,2006,Fighting,Sony Computer Entertainment,0.76,1.09,0.12,0.64,2.62,,,,,,
FIFA Soccer 10,Microsoft,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90,63,7.5,133,EA Sports,E
Medal of Honor,Microsoft,2010,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288,"Dice, Danger Close",M
Harry Potter and the Chamber of Secrets,Playstation,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71,16,7.6,49,Electronic Arts,E
God of War Collection,Playstation,2009,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,91,50,8.7,529,Bluepoint Games,M
NBA Live 2005,Playstation,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,84,21,8.1,44,EA Canada,E
FIFA Soccer 09,Playstation,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87,42,7.5,108,EA Canada,E
WWE SmackDown vs. RAW 2007,Playstation,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,80,27,8.6,57,Yuke's,T
LEGO Star Wars: The Complete Saga,Microsoft,2007,Action,LucasArts,1.53,0.81,0,0.24,2.57,80,24,7.4,114,Traveller's Tales,E10+
Ratchet & Clank: Up Your Arsenal,Playstation,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,,,,,,
Madden NFL 08,Playstation,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,11,7.8,17,EA Tiburon,E
Monster Hunter Freedom 2,Playstation,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,Capcom,T
Ratchet & Clank Future: Tools of Destruction,Playstation,2007,Platform,Sony Computer Entertainment,0.93,1.1,0.08,0.45,2.56,,,,,,
Ghostbusters: The Video Game (DS Version),Microsoft,2009,Action,Take-Two Interactive,1.04,1.22,0.03,0.27,2.56,,,,,,
Madden NFL 13,Playstation,2012,Sports,Electronic Arts,2.11,0.22,0,0.23,2.56,83,22,5.5,101,EA Tiburon,E
Dragon Age: Origins,Microsoft,2009,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86,68,7.9,725,BioWare,M
LittleBigPlanet,Playstation,2009,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,87,68,7.8,98,"SCE/WWS, Media Molecule",E10+
Madden NFL 09,Microsoft,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53,83,50,7,125,EA Tiburon,E
Crazy Taxi,Playstation,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,15,7.9,46,Acclaim Studios Cheltenham,T
NBA 2K14,Microsoft,2013,Sports,Take-Two Interactive,2.1,0.19,0,0.23,2.52,87,23,4.9,150,Visual Concepts,E
PES 2009: Pro Evolution Soccer,Playstation,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5,,,,,,
Marvel: Ultimate Alliance,Microsoft,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,120,Raven Software,T
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Microsoft,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49,,,,,,
Mortal Kombat: Deadly Alliance,Playstation,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49,79,31,8.8,96,Midway,M
Bloodborne,Playstation,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92,100,8.6,6383,From Software,M
Tomb Raider: The Last Revelation,Playstation,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48,,,,,,
Pure,Microsoft,2008,Racing,Disney Interactive Studios,1.38,0.84,0,0.25,2.47,85,55,7.7,83,Black Rock Studio,E
Rock Band,Microsoft,N/A,Misc,Electronic Arts,1.93,0.33,0,0.21,2.47,92,72,8.2,178,Harmonix Music Systems,T
NBA 2K13,Playstation,2012,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90,26,8,99,Visual Concepts,E
Saints Row: The Third,Playstation,2011,Action,THQ,0.86,1.04,0.18,0.38,2.47,82,50,7.7,384,Volition Inc.,M
Resistance 2,Playstation,2008,Shooter,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46,87,79,6.1,1889,Insomniac Games,M
NBA 2K15,Playstation,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83,50,7,291,Visual Concepts,E
Final Fantasy Tactics,Playstation,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,83,12,8.2,190,SquareSoft,T
Midnight Club: Los Angeles,Playstation,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,82,50,8.2,100,Rockstar San Diego,T
Twisted Metal 2,Playstation,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44,,,,,,
The Sims: Bustin' Out,Playstation,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,81,26,8.4,42,Maxis,T
