Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Microsoft,1.48,0.39,0,0.19,83,7.9
Playstation,0.46,0.41,0.96,0.24,89,8.9
Playstation,0.68,0.46,0.79,0.13,88,9.2
Playstation,0.63,0.41,0.75,0.26,82,8.6
Playstation,1.06,0.62,0.13,0.25,92,8.8
Microsoft,1.04,0.79,0.01,0.21,72,7.1
Playstation,0.63,1,0.05,0.38,59,5.9
Playstation,1.74,0.02,0,0.28,72,9
Playstation,0.71,1.02,0,0.31,82,8.2
Playstation,0.73,0.91,0.04,0.36,73,6
Nintendo,1.2,0.48,0.29,0.07,78,8.9
Microsoft,1.45,0.41,0.01,0.16,86,8.2
Nintendo,1.21,0.63,0,0.19,48,3.3
Playstation,1.57,0.18,0,0.27,86,7.7
Microsoft,1.82,0.04,0.01,0.16,89,8.1
Nintendo,0.72,1.08,0,0.23,73,7.7
Nintendo,1.15,0.04,0.83,0,62,8.1
Playstation,0.75,0.51,0.54,0.22,89,8.7
Microsoft,1.47,0.39,0,0.16,70,7.7
Microsoft,1.25,0.58,0,0.19,81,6.6
Nintendo,0.9,0.45,0.54,0.13,92,9.1
Playstation,0.58,1.04,0.03,0.36,64,6.4
Playstation,0.73,0.88,0.08,0.32,89,7.4
Playstation,1.05,0.66,0,0.29,88,8.8
Playstation,1.48,0.28,0,0.23,76,7.1
Nintendo,0.48,1.27,0,0.24,71,5.7
Playstation,0.95,0.64,0.27,0.13,87,8.8
Nintendo,1.21,0.64,0.05,0.09,76,7.9
Nintendo,1.06,0.26,0.53,0.13,75,7.8
Playstation,0.79,0.88,0,0.32,80,7.6
Playstation,0.73,0.92,0.03,0.3,80,6.2
Playstation,0.74,0.95,0,0.28,56,4.1
Playstation,0.71,0.58,0.51,0.17,68,6.6
Playstation,0.5,0.5,0.63,0.33,81,8.7
Microsoft,0.82,0.93,0.04,0.18,85,8.4
Microsoft,1.09,0.65,0.02,0.2,88,8.3
Playstation,0.74,1.01,0,0.2,69,7.7
Microsoft,1.12,0.6,0.07,0.16,67,5
Microsoft,1.26,0.61,0,0.09,93,8.6
Playstation,1.69,0.2,0,0.06,90,8.8
Playstation,0.95,0.74,0,0.25,80,8.9
Nintendo,0.78,0.02,1.05,0.08,71,8.1
Playstation,1.01,0.62,0.02,0.29,87,7.7
Playstation,0.73,0.89,0.02,0.3,78,6.4
Microsoft,0.49,1.26,0.01,0.18,87,8
Playstation,1.09,0.15,0.65,0.04,77,8.9
Nintendo,1.17,0.58,0,0.18,83,7.6
Playstation,1.42,0.4,0,0.12,63,8.3
Microsoft,1.22,0.54,0.02,0.16,93,8.5
Playstation,1,0.72,0,0.21,79,8.5
Microsoft,1.53,0.23,0,0.16,72,7.5
Playstation,0.78,0.79,0.04,0.31,86,6
Playstation,0.76,0.96,0,0.2,88,8
Nintendo,0.62,0.64,0.55,0.11,57,6.3
Playstation,0.94,0.73,0,0.25,80,9.2
Playstation,0.26,0.16,1.46,0.03,92,7.4
Playstation,1.1,0.55,0,0.27,84,7.5
Microsoft,0.73,0.96,0.01,0.22,83,6.5
Playstation,0.72,0.75,0.15,0.29,86,6.4
Playstation,0.66,0.93,0.01,0.31,79,7.1
Nintendo,1.48,0,0.29,0.12,69,7.8
Nintendo,0.86,0.83,0,0.2,70,7.8
Playstation,1.56,0.14,0,0.18,85,4.4
Microsoft,1.15,0.56,0,0.17,74,7.5
Nintendo,1.28,0.43,0,0.17,29,4.6
Playstation,0.92,0.72,0,0.24,81,8.5
Playstation,1.25,0.27,0.02,0.34,88,6.7
Nintendo,1.04,0.66,0,0.18,49,6.6
Playstation,1.6,0.03,0,0.24,76,4.1
Playstation,0.53,0.16,1.07,0.1,78,9.1
Microsoft,1.75,0.03,0,0.08,86,6.7
Playstation,1.12,0.69,0.03,0.02,71,8.5
Playstation,0.94,0.44,0.39,0.1,74,8.4
Nintendo,1.11,0.56,0,0.18,71,7.9
Playstation,0.91,0.71,0,0.24,70,7.4
Playstation,0.47,1.03,0.07,0.28,73,6.5
Playstation,0.62,0.42,0.69,0.12,94,8.1
Playstation,1.33,0.49,0,0.03,84,8.6
Nintendo,1.26,0.18,0.35,0.06,76,7.9
Playstation,0.59,0.89,0.06,0.3,87,7.8
Playstation,0.77,0.76,0.01,0.29,82,7.9
Nintendo,1.32,0.37,0,0.15,80,4.5
Playstation,1.53,0.05,0,0.25,87,8.5
Nintendo,0.82,0.82,0,0.2,67,8.3
Nintendo,0.61,0.34,0.79,0.09,80,8.8
Nintendo,0.92,0.73,0,0.17,70,7.5
Playstation,1.05,0.47,0.08,0.22,83,8.4
Playstation,1.73,0.07,0,0.02,72,6
Playstation,0.97,0.33,0.35,0.17,89,8.9
Microsoft,1.09,0.53,0.02,0.17,96,8.9
Playstation,1.05,0.59,0,0.18,82,8.2
Playstation,0.78,0.44,0.56,0.04,94,8
Playstation,0.42,1.08,0.03,0.28,68,5.1
Playstation,0.88,0.69,0,0.23,88,9
Nintendo,0.93,0.59,0.21,0.07,83,8.3
Microsoft,1.66,0,0.01,0.13,80,6
Playstation,1.41,0.2,0.03,0.16,89,7.6
Microsoft,0.73,0.9,0.03,0.14,87,7.9
Playstation,0.55,0.86,0.11,0.27,75,7.3
Nintendo,0.89,0.74,0.07,0.09,90,8.9
Playstation,1.25,0.29,0,0.24,85,8.5
Playstation,0.39,1.01,0.02,0.36,57,7.6
Playstation,0.85,0.76,0,0.16,47,6.6
Microsoft,1.19,0.29,0.24,0.06,87,8.6
Nintendo,0.23,0.02,1.49,0.02,75,7.4
Nintendo,1.01,0.6,0,0.15,76,7.7
Playstation,1.07,0.44,0.01,0.24,84,8.1
Playstation,1.06,0.54,0,0.16,75,9
Nintendo,0.93,0.38,0.4,0.06,91,9.3
Playstation,0.86,0.67,0,0.22,83,8.9
Microsoft,1.23,0.46,0,0.07,84,6.1
Playstation,0.86,0.67,0,0.22,71,5.7
Playstation,0.52,0.95,0,0.29,70,8.2
Playstation,0.61,0.87,0.02,0.26,84,8
Microsoft,1.24,0.45,0,0.07,80,9.1
Playstation,1.25,0.17,0,0.32,82,4.9
Playstation,0.45,0.92,0.06,0.32,83,8
Playstation,0.35,1.06,0.02,0.31,81,7.1
Microsoft,1,0.53,0.03,0.18,83,8
Nintendo,0.3,0.56,0.84,0.05,65,6.8
Playstation,0.85,0.66,0.01,0.22,55,6.2
Playstation,0.63,0.49,0.45,0.17,83,8.7
Microsoft,1.05,0.52,0.03,0.14,55,3.5
Playstation,0.41,0.44,0.72,0.17,78,8.3
Playstation,0.61,0.78,0.06,0.27,63,6.6
Playstation,0.85,0.66,0,0.22,92,8.9
Playstation,0.43,0.68,0.42,0.2,54,6.5
Nintendo,0.2,0.14,1.35,0.03,78,8.1
Nintendo,0.95,0.7,0,0.08,78,7.9
Microsoft,0.68,0.88,0.01,0.17,79,7.1
Playstation,0.35,1.08,0.03,0.26,61,5.4
Microsoft,1.37,0.18,0,0.18,82,6.3
Microsoft,1.61,0.03,0,0.08,91,7.6
Playstation,0.8,0.21,0.55,0.15,80,7.7
Microsoft,1.06,0.5,0.01,0.14,88,7.9
Nintendo,1.17,0.39,0,0.15,89,8.9
Playstation,0.88,0.34,0.32,0.18,84,9.1
Microsoft,1.09,0.55,0,0.07,83,8.7
Nintendo,1.15,0.4,0,0.15,20,1.9
Playstation,0.83,0.6,0.02,0.24,95,8.4
Playstation,1.41,0.05,0,0.23,87,8.6
Playstation,0.63,0.76,0.03,0.27,71,4.5
Playstation,1.22,0.34,0.04,0.1,82,8.8
Playstation,0.72,0.65,0.04,0.28,94,8.5
Nintendo,0.87,0.66,0.08,0.08,64,7.1
Nintendo,1.52,0.12,0,0.05,53,6.9
Microsoft,0.79,0.7,0.01,0.18,64,5.9
Nintendo,0.92,0.6,0.01,0.15,78,8.5
Playstation,0.88,0.54,0.02,0.25,82,7.9
Nintendo,1.18,0.27,0.17,0.06,92,9.1
Nintendo,0.97,0.4,0.14,0.15,67,8.5
Playstation,0.9,0.46,0,0.32,73,7.9
Playstation,0.93,0.52,0,0.22,93,9.1
Playstation,1.58,0.05,0,0.04,90,6.8
Microsoft,1.22,0.39,0,0.06,83,8.9
Playstation,1.09,0.49,0.02,0.07,87,8.3
Playstation,0.96,0.42,0.08,0.21,87,7.9
Playstation,1.13,0.32,0,0.22,84,7.8
Playstation,1.35,0.09,0,0.23,94,8.8
Playstation,0.81,0.58,0.01,0.26,83,7.9
Playstation,1.08,0.45,0,0.14,71,9
Playstation,0.45,0.9,0.05,0.26,79,8.2
Nintendo,0.45,1.02,0,0.2,44,8
Playstation,0.78,0.61,0.06,0.2,93,8.3
Nintendo,0.93,0.56,0,0.16,78,8.7
Playstation,0.81,0.63,0,0.21,83,9.2
Microsoft,1.01,0.5,0.01,0.13,81,6.5
Playstation,1.25,0.15,0.03,0.22,83,8.3
Microsoft,0.9,0.61,0,0.15,79,7.2
Playstation,0.96,0.12,0.54,0.04,72,8.4
Playstation,0.65,0.45,0.34,0.22,89,8.8
Nintendo,0.58,0.21,0.79,0.07,77,8.5
Nintendo,1.21,0.3,0,0.14,56,6.7
Microsoft,0.76,0.69,0.02,0.18,77,6.3
Playstation,0.57,0.72,0.06,0.29,79,8.3
Nintendo,0.9,0.54,0.04,0.17,68,7.2
Microsoft,1.09,0.37,0.02,0.16,72,7.6
Playstation,0.8,0.63,0,0.21,88,8.9
Playstation,0.54,0.88,0,0.22,83,8.5
Microsoft,0.8,0.69,0.01,0.14,82,7.5
Microsoft,1.54,0.02,0,0.07,92,9.1
Playstation,0.52,0.8,0.06,0.26,70,8.1
Playstation,1.18,0.34,0,0.1,89,8.8
Playstation,0.71,0.48,0.32,0.11,90,8.8
Playstation,1.32,0.09,0,0.22,88,8.8
Microsoft,0.86,0.62,0.01,0.13,86,7.8
Microsoft,0.45,0.95,0.02,0.2,84,8
Microsoft,1.02,0.46,0,0.13,74,3.1
Playstation,0.59,0.76,0.01,0.26,83,7.7
Playstation,0.99,0.41,0,0.22,92,8.4
Nintendo,0.3,0.02,1.27,0.03,80,7.9
Playstation,0.79,0.62,0,0.21,77,8.7
Microsoft,0.82,0.6,0.03,0.15,81,6.7
Nintendo,0.98,0.04,0.49,0.09,69,8
Microsoft,0.59,0.83,0.02,0.17,81,8
Playstation,0.71,0.48,0.3,0.1,86,9.2
Playstation,1.26,0.12,0,0.21,83,7.5
Microsoft,0.71,0.69,0.02,0.18,85,6.7
Playstation,0.04,1.1,0.32,0.13,74,6.1
Nintendo,0.78,0.37,0.3,0.13,53,6.7
Nintendo,0.88,0.26,0.34,0.1,75,8.2
Nintendo,0.94,0.48,0.01,0.15,69,6.8
Microsoft,0.92,0.43,0.07,0.15,85,7.9
Playstation,0.6,0.69,0.02,0.26,76,8.2
Nintendo,0.85,0.65,0,0.08,76,7.6
Nintendo,0.69,0.53,0.24,0.12,66,6.5
Playstation,0.58,0.45,0.34,0.2,84,8.2
Microsoft,1.06,0.35,0.01,0.15,78,6.8
Playstation,0.77,0.6,0,0.2,90,8.7
Microsoft,0.92,0.5,0.03,0.12,79,5.4
Microsoft,0.9,0.53,0,0.14,78,5.8
Nintendo,0.84,0.57,0,0.16,72,8
Microsoft,1.31,0.09,0,0.16,80,6.4
Playstation,0.98,0.53,0,0.06,55,8.6
Nintendo,0.17,0.02,1.36,0.02,84,8.5
Playstation,0.77,0.6,0,0.2,79,6.8
Playstation,1.07,0.4,0,0.1,84,8.1
Microsoft,0.62,0.78,0.01,0.15,83,8.5
Nintendo,0.86,0.54,0,0.15,38,5.7
Nintendo,0.57,0.43,0.44,0.12,54,9
Nintendo,0.73,0.67,0,0.15,73,7
Playstation,0.76,0.59,0,0.2,71,5.7
Microsoft,0.91,0.57,0,0.07,86,8.5
Microsoft,0.95,0.46,0,0.14,79,8
Playstation,0.57,0.87,0.02,0.09,74,8.7
Nintendo,0.92,0.48,0,0.15,89,6.9
Playstation,0.47,0.8,0.03,0.24,79,8.1
Microsoft,0.85,0.55,0,0.15,74,7.8
Playstation,0.85,0.46,0.02,0.22,88,8.2
Playstation,0.83,0.44,0.08,0.19,80,8.2
Nintendo,0.78,0.43,0.19,0.14,69,8.1
Microsoft,1.4,0.02,0.02,0.1,90,8
Playstation,1.26,0.07,0,0.21,87,8.6
Nintendo,0.42,0.65,0.33,0.14,64,7.8
Playstation,0.18,0.63,0.49,0.24,82,6.7
Playstation,0.72,0.52,0.04,0.25,89,7.9
Nintendo,0.67,0.43,0.29,0.14,75,7.6
Playstation,0.36,0.9,0,0.27,38,5
Nintendo,0.7,0.55,0.16,0.12,83,8.9
Playstation,0.92,0.4,0,0.2,88,7.6
Playstation,1.26,0.05,0,0.21,73,7.8
Nintendo,0.7,0.64,0.01,0.16,76,8.1
Microsoft,0.94,0.44,0,0.13,90,8.6
Playstation,0.35,0.03,0,1.13,68,8.2
Nintendo,0.56,0.77,0,0.17,69,7.3
Playstation,0.6,0.47,0.21,0.23,85,8.6
Playstation,0.6,0.62,0.03,0.26,80,6.9
Playstation,0.66,0.52,0.15,0.17,76,8.9
Playstation,0.49,0.78,0,0.23,84,8.3
Playstation,1.19,0.07,0.05,0.2,91,7.7
Playstation,0.8,0.49,0,0.21,63,6.8
Playstation,1.13,0.2,0,0.16,91,7.9
Microsoft,1,0.43,0,0.06,81,6.9
Playstation,1.22,0,0,0.27,67,7
Microsoft,0.75,0.52,0.09,0.12,79,6.9
Playstation,0.5,0.69,0.04,0.26,75,7.7
Microsoft,0.88,0.47,0,0.14,85,6.6
Playstation,0.47,0.37,0.52,0.12,57,6.9
Playstation,0.44,0.67,0,0.37,60,7.8
Playstation,0.64,0.57,0.05,0.22,83,7.8
Nintendo,0.99,0.35,0,0.13,68,5.5
Microsoft,0.82,0.51,0.01,0.14,65,7.1
Playstation,0.72,0.56,0,0.19,82,7.4
Playstation,1.08,0.2,0,0.2,85,9
Microsoft,0.84,0.51,0,0.13,75,7.8
Microsoft,0.82,0.59,0,0.07,93,8.6
Microsoft,0.93,0.4,0.02,0.12,79,7.2
Microsoft,1.33,0.03,0.01,0.1,86,8.8
Playstation,0.29,0.19,0.89,0.1,84,8.4
Nintendo,1.06,0.29,0,0.11,81,8.2
Playstation,0.72,0.4,0.14,0.2,85,7.9
Microsoft,0.81,0.46,0.04,0.15,83,7.7
Microsoft,0.83,0.48,0.02,0.12,70,6
Playstation,0.37,0.47,0.54,0.07,85,8.6
Playstation,0.71,0.55,0,0.19,73,7.8
Playstation,0.54,0.35,0.46,0.1,71,8.3
Playstation,0.78,0.45,0.03,0.19,94,8.5
Nintendo,1.02,0.32,0,0.11,59,6.9
Playstation,0.89,0.31,0.01,0.23,85,6.5
Playstation,0.04,1.08,0,0.32,73,7.5
Microsoft,0.97,0.34,0,0.13,74,6.5
Nintendo,0.37,0.89,0,0.18,71,6.8
Playstation,1.03,0.32,0,0.09,88,8.2
Playstation,1.16,0.08,0,0.19,91,8.6
Microsoft,0.95,0.37,0,0.11,61,5.7
Playstation,0.8,0.54,0,0.09,77,7.9
Microsoft,0.92,0.38,0,0.13,71,6.8
Microsoft,0.92,0.39,0,0.12,52,5
Nintendo,0.52,0.75,0,0.16,65,7.6
Nintendo,0,0,1.39,0.03,84,8.6
Nintendo,0.96,0.33,0,0.13,63,7.5
Playstation,0.73,0.42,0,0.27,64,7.8
Playstation,0.75,0.46,0.01,0.2,94,8.7
Playstation,0.63,0.56,0.03,0.2,93,5.5
Playstation,0.7,0.54,0,0.18,59,7.8
Nintendo,0.89,0.22,0.22,0.1,89,9
Playstation,1.15,0.08,0,0.19,80,8.9
Playstation,0.73,0.48,0,0.21,89,8.4
Nintendo,0.8,0.47,0,0.14,81,8.7
Playstation,0.45,0.37,0.44,0.16,80,7.9
Nintendo,1.22,0.06,0.02,0.11,76,7.9
Nintendo,0.09,0.07,1.24,0.02,77,7.3
Playstation,0.8,0.4,0.02,0.18,85,7.2
Playstation,0.48,0.62,0.06,0.26,55,6
Microsoft,0.85,0.43,0,0.13,79,8.5
Microsoft,0.9,0.39,0,0.12,87,6.6
Playstation,1.19,0.17,0,0.05,91,8.4
Playstation,0.69,0.54,0,0.18,87,8.4
Microsoft,0.95,0.33,0,0.13,87,8.1
Microsoft,1.07,0.28,0,0.05,79,7.5
Playstation,0.58,0.5,0,0.32,83,8.6
Microsoft,0.89,0.39,0,0.13,89,8.7
Nintendo,0.9,0.38,0,0.12,72,6.1
Playstation,0.36,0.44,0.32,0.27,88,8.2
Nintendo,0.74,0.52,0.08,0.06,79,8.4
Playstation,0.03,1.05,0.02,0.3,86,7.7
Microsoft,0.5,0.78,0.01,0.11,86,8.2
Playstation,0.78,0.53,0,0.09,88,8
Playstation,0.24,0.18,0.91,0.06,69,8.8
Microsoft,0.97,0.3,0,0.11,81,7.9
Playstation,0.43,0.69,0.01,0.26,85,6.4
Nintendo,0.48,0.53,0.28,0.09,64,6.1
Microsoft,0.96,0.37,0,0.05,77,7.8
Microsoft,0.83,0.43,0,0.13,60,6.1
Microsoft,1.03,0.21,0,0.14,86,7.3
Microsoft,0.55,0.7,0.02,0.11,86,8
Microsoft,0.71,0.53,0,0.13,77,8.3
Playstation,0.67,0.53,0,0.18,81,8.1
Nintendo,1.26,0.02,0,0.1,60,6.7
Playstation,0.6,0.01,0,0.76,77,8.4
Microsoft,0.76,0.47,0.02,0.12,89,8.3
Nintendo,0.33,0.41,0.54,0.1,81,6.1
Nintendo,0.8,0.45,0,0.12,80,5.8
Playstation,0.5,0.59,0.07,0.22,89,8.2
Microsoft,0.99,0.33,0,0.05,86,8.6
Playstation,0.49,0.55,0,0.33,65,6.9
Playstation,0.43,0.56,0.15,0.21,80,6.7
Playstation,0.24,0.7,0.16,0.26,78,7.1
Microsoft,0.86,0.45,0,0.06,80,8.9
Microsoft,0.63,0.57,0,0.15,68,6
Nintendo,0.63,0.66,0,0.07,75,7.8
Microsoft,0.87,0.34,0.02,0.13,83,5.9
Playstation,0.67,0.52,0,0.17,73,8.9
Playstation,0.51,0.6,0,0.25,76,8.1
Nintendo,0.7,0.52,0,0.13,63,6.3
Nintendo,0.79,0.42,0.01,0.13,60,9.3
Microsoft,0.63,0.57,0.01,0.14,88,6.9
Microsoft,0.73,0.5,0.01,0.12,87,8
Playstation,0.43,0.65,0.02,0.25,82,8
Playstation,0.22,0.05,1.06,0.02,73,8.7
Microsoft,0.78,0.44,0,0.12,84,6.2
Playstation,0.2,0.76,0,0.39,79,7.4
Playstation,0.23,0.73,0.02,0.37,84,8.9
Microsoft,0.31,0.89,0.01,0.14,82,7.9
Playstation,0.95,0.21,0.01,0.18,73,7.4
Microsoft,0.79,0.34,0.08,0.13,84,8
Playstation,0.66,0.44,0.04,0.21,81,7.9
Nintendo,0.85,0.27,0.13,0.1,79,6.5
Microsoft,0.71,0.49,0.02,0.12,84,7.5
Nintendo,0.61,0.16,0.49,0.08,92,8.9
Playstation,0.81,0.28,0.11,0.14,84,7.3
Microsoft,0.85,0.43,0,0.06,88,7.4
Microsoft,0.77,0.45,0,0.12,74,6.9
Playstation,0.25,0.75,0.08,0.26,84,7.8
Playstation,0.24,0.03,1.03,0.04,71,8.6
Playstation,1.22,0.05,0.05,0.01,74,8.4
Microsoft,1.09,0.04,0.1,0.1,79,7.1
Playstation,0.65,0.51,0,0.17,73,8.2
Playstation,0.76,0.35,0.05,0.18,84,8.1
Playstation,1.1,0.06,0,0.18,90,8.6
Microsoft,0.66,0.5,0.05,0.13,83,8.1
Playstation,0.65,0.51,0,0.17,57,6.5
Playstation,0.62,0.49,0.01,0.2,74,7.3
Microsoft,0.86,0.34,0,0.12,83,5.7
Nintendo,0.58,0.56,0.05,0.14,93,8.3
Microsoft,0.9,0.31,0,0.11,84,6.7
Playstation,1.06,0.08,0,0.18,93,7.4
Microsoft,0.79,0.41,0,0.11,73,7.5
Playstation,0.69,0.37,0.02,0.24,74,8.5
Playstation,0.47,0.58,0.06,0.2,81,6.2
Playstation,0.55,0.55,0,0.21,79,8
Playstation,0.78,0.45,0,0.07,69,7.4
Microsoft,0.69,0.5,0,0.11,91,9.2
Playstation,0.64,0.5,0,0.17,61,7.3
Microsoft,0.84,0.35,0,0.12,78,7.8
Microsoft,0.84,0.43,0,0.04,94,7.2
Microsoft,0.97,0.23,0,0.11,89,8.6
Playstation,1.07,0.04,0.02,0.17,63,6
Nintendo,0.62,0.47,0.11,0.1,78,8.5
Microsoft,0.75,0.44,0,0.11,80,6.6
Playstation,0.27,0.02,0,1.02,78,8.3
Microsoft,0.71,0.41,0.05,0.12,80,7
Microsoft,0.62,0.56,0,0.11,78,6.1
Nintendo,0.5,0.16,0.58,0.05,68,8.2
Playstation,0.72,0.39,0,0.19,75,7.7
Playstation,0.46,0.56,0.06,0.21,85,7.2
Nintendo,0.93,0.34,0,0.02,49,6.2
Nintendo,1.13,0.01,0.06,0.09,67,5.9
Nintendo,1.2,0,0,0.09,56,5
Playstation,0.63,0.49,0,0.16,75,8.6
Microsoft,0.86,0.3,0.01,0.12,74,7.8
Nintendo,0.69,0.47,0.01,0.12,79,7.9
Playstation,0.46,0.56,0.06,0.2,72,7.5
Nintendo,0.68,0.47,0,0.13,66,7.6
Microsoft,0.78,0.38,0,0.12,77,8.4
Playstation,0.63,0.49,0,0.16,85,8.4
Playstation,0.57,0.44,0,0.27,73,7.4
Playstation,0.63,0.49,0,0.16,76,8.3
Nintendo,0.45,0.66,0.02,0.15,67,7.3
Playstation,0.62,0.49,0,0.16,89,8.9
Playstation,0.58,0.4,0.21,0.08,93,9.4
Nintendo,1.03,0.14,0,0.1,73,7.2
Microsoft,0.69,0.47,0,0.11,69,7.2
Playstation,0.4,0.33,0.4,0.15,91,8.1
Nintendo,0.48,0.35,0.36,0.07,83,8.7
Nintendo,0.44,0.29,0.47,0.07,59,6.3
Playstation,0.72,0.03,0,0.52,77,8.9
Microsoft,1,0.16,0,0.11,84,7.2
Microsoft,0.85,0.37,0,0.05,85,9.1
Playstation,0.45,0.47,0.17,0.18,75,6.2
Playstation,0.49,0.38,0.26,0.13,75,8.5
Nintendo,0.96,0.2,0,0.11,30,2
Playstation,0.71,0.19,0.24,0.13,86,8.6
Microsoft,0.74,0.4,0,0.12,71,6.3
Playstation,0.39,0.26,0.53,0.08,69,6.3
Microsoft,0.72,0.44,0,0.11,78,8
Playstation,0.43,0.36,0.32,0.16,85,8.5
Playstation,0.33,0.69,0.05,0.19,80,4.9
Nintendo,0.76,0.39,0,0.11,79,8.1
Nintendo,0.39,0.72,0,0.15,68,5.8
Nintendo,0.1,0.02,1.12,0.01,59,7.7
Playstation,0.45,0.55,0.05,0.22,75,7.2
Nintendo,0.77,0.37,0,0.11,65,8.9
Playstation,0.7,0.47,0,0.08,86,8
Playstation,0.56,0.41,0.09,0.19,76,6.3
Playstation,0.49,0,0.01,0.75,68,7.4
Playstation,0.94,0.16,0.02,0.13,63,6.9
Microsoft,1,0.13,0.02,0.1,83,8.5
Playstation,1.01,0.04,0.03,0.16,79,8.4
Playstation,0.47,0.53,0.03,0.22,86,7.6
Nintendo,0.48,0.35,0.34,0.08,69,8.8
Playstation,0.61,0.48,0,0.16,52,6.2
Playstation,0.52,0.56,0,0.17,87,8.6
Playstation,0.85,0.03,0.22,0.14,81,8.9
Nintendo,0.45,0.67,0,0.12,52,6.8
Playstation,0.61,0.48,0,0.16,87,8.3
Playstation,0.75,0.44,0,0.06,85,9
Playstation,0.24,0.19,0.75,0.06,78,7.7
Playstation,0.69,0,0,0.55,78,6.9
Nintendo,0.69,0.42,0,0.12,76,7.8
Microsoft,0.82,0.38,0,0.04,61,8.1
Playstation,0.65,0.4,0,0.19,79,7.7
Playstation,0.12,0.89,0,0.23,76,6.4
Playstation,0.6,0.47,0,0.16,32,4.6
Microsoft,1.08,0.02,0,0.13,83,5.9
Microsoft,0.92,0.2,0.07,0.04,91,8.8
Microsoft,0.59,0.57,0,0.07,70,8.1
Playstation,0.6,0.47,0,0.16,57,5.5
Playstation,0.43,0.47,0.05,0.28,63,7.2
Microsoft,0.64,0.49,0,0.11,80,8.5
Nintendo,0.58,0.42,0.13,0.1,76,8.3
Nintendo,0.79,0.27,0.12,0.04,80,9.1
Microsoft,1,0.13,0,0.1,70,6.7
Playstation,0.49,0.5,0.03,0.2,75,7.3
Nintendo,0.54,0.55,0,0.13,63,7.7
Playstation,0.3,0.64,0.07,0.22,82,7.8
Playstation,0.29,0.18,0.67,0.09,78,8.2
Nintendo,1.09,0.03,0,0.09,63,7.5
Nintendo,0.61,0.27,0.27,0.07,86,9.5
Microsoft,0.98,0.19,0,0.05,89,8.3
Playstation,0.59,0.46,0.01,0.15,89,7.8
Playstation,0.6,0.46,0,0.16,84,8.7
Playstation,1.01,0.04,0,0.16,71,8.4
Microsoft,0.93,0.24,0,0.04,70,6.9
Microsoft,0.78,0.4,0,0.04,73,7.8
Nintendo,0.51,0.04,0.62,0.05,85,7.7
Playstation,1.05,0.05,0.01,0.1,69,8.5
Nintendo,0.55,0.44,0.14,0.09,85,8.1
Playstation,1.03,0.14,0,0.04,86,8.6
Playstation,0.41,0.6,0,0.2,73,7.4
Playstation,0.34,0.49,0.28,0.1,86,9
Playstation,0.42,0.46,0.15,0.18,76,8.3
Playstation,0.25,0.69,0.03,0.25,75,7.6
Microsoft,0.72,0.37,0.01,0.11,71,5.1
Playstation,0.44,0.39,0.21,0.16,87,7.7
Nintendo,0.71,0.38,0,0.12,85,8.6
Playstation,0.59,0.46,0,0.15,59,5.1
Nintendo,0.44,0.63,0,0.14,73,8.2
Playstation,1,0.04,0,0.16,78,8.4
Playstation,0.12,0.74,0.11,0.24,82,7.1
Microsoft,0.72,0.43,0.01,0.04,65,7.1
Playstation,0.72,0.28,0,0.2,70,7
Playstation,0.59,0.46,0,0.15,92,8.5
Playstation,0.13,0.69,0.01,0.36,68,5.4
Nintendo,0.86,0.32,0,0.02,55,6.8
Playstation,0.5,0.5,0,0.19,81,7.5
Nintendo,0.53,0.38,0.19,0.09,81,8.6
Nintendo,0.92,0.23,0,0.04,71,7.7
Nintendo,0.09,0.84,0.11,0.15,83,8.4
Microsoft,0.85,0.23,0,0.12,89,5.2
Playstation,0.99,0.04,0,0.16,75,8.6
Microsoft,0.76,0.38,0,0.05,84,8
Playstation,0.45,0.47,0,0.28,68,7.8
Nintendo,0.73,0.03,0.36,0.07,76,7.9
Playstation,0.38,0.35,0.38,0.08,87,8.2
Playstation,0.48,0.5,0.01,0.2,78,7.9
Microsoft,0.9,0.19,0,0.09,77,7.7
Nintendo,0.85,0.31,0,0.02,95,7.5
Playstation,0.01,0.23,0.86,0.08,64,6.5
Playstation,0.98,0.04,0,0.16,77,8.7
Playstation,0.57,0.45,0,0.15,70,8.8
Playstation,0.48,0.24,0.36,0.1,52,4.9
Playstation,0.4,0.48,0,0.29,76,7.6
Nintendo,0.53,0.16,0.42,0.06,62,7.2
Playstation,0.53,0.45,0.02,0.17,72,6.9
Playstation,0.57,0.45,0,0.15,57,8.4
Playstation,0.48,0.48,0.01,0.2,81,8.1
Microsoft,0.76,0.36,0,0.05,65,5.8
Playstation,0.74,0.26,0.02,0.15,74,7.3
Nintendo,0.68,0.25,0.21,0.02,81,8
Playstation,0.52,0.46,0,0.19,76,7.3
Playstation,0.97,0.04,0,0.16,85,8.9
Playstation,0.57,0.44,0,0.15,70,6.3
Playstation,0.39,0.27,0.43,0.08,83,7.9
Microsoft,0.51,0.51,0.01,0.13,79,7.6
Playstation,0.41,0.06,0.04,0.66,43,4.1
Playstation,0.57,0.44,0,0.15,85,8.5
Microsoft,0.7,0.36,0,0.1,77,7.6
Microsoft,0.41,0.66,0,0.09,88,5.8
Playstation,0.45,0.24,0.3,0.16,88,8
Microsoft,0.54,0.5,0,0.12,45,5.8
