"","Platform","Genre","Publisher","Global_Sales"
"471","PS2","Fighting","N/A","[0.33,82.7]"
"472","PS4","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"473","SNES","Shooter","Nintendo","[0.33,82.7]"
"474","PC","Misc","Electronic Arts","[0.33,82.7]"
"475","PS2","Sports","Konami Digital Entertainment","[0.33,82.7]"
"476","PS2","Action","Capcom","[0.33,82.7]"
"477","3DS","Simulation","Nintendo","[0.33,82.7]"
"478","PS3","Shooter","Electronic Arts","[0.33,82.7]"
"479","PC","Simulation","Electronic Arts","[0.33,82.7]"
"480","PC","Role-Playing","Electronic Arts","[0.33,82.7]"
"481","PS2","Platform","Sega","[0.33,82.7]"
"482","DS","Platform","Nintendo","[0.33,82.7]"
"483","PS2","Action","Eidos Interactive","[0.33,82.7]"
"484","X360","Fighting","Capcom","[0.33,82.7]"
"485","N64","Racing","Nintendo","[0.33,82.7]"
"486","PS2","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"487","PS2","Fighting","THQ","[0.33,82.7]"
"488","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"489","GBA","Puzzle","Atari","[0.33,82.7]"
"490","X360","Role-Playing","Microsoft Game Studios","[0.33,82.7]"
"491","Wii","Puzzle","Nintendo","[0.33,82.7]"
"492","Wii","Simulation","505 Games","[0.33,82.7]"
"493","GBA","Platform","Nintendo","[0.33,82.7]"
"494","PS4","Sports","Electronic Arts","[0.33,82.7]"
"495","XOne","Shooter","Electronic Arts","[0.33,82.7]"
"496","PS2","Misc","Sega","[0.33,82.7]"
"497","X360","Sports","Sega","[0.33,82.7]"
"498","PS2","Sports","Konami Digital Entertainment","[0.33,82.7]"
"499","PS3","Racing","Electronic Arts","[0.33,82.7]"
"500","PS2","Sports","Sony Computer Entertainment","[0.33,82.7]"
"501","PS2","Shooter","Activision","[0.33,82.7]"
"502","Wii","Sports","Majesco Entertainment","[0.33,82.7]"
"503","PS","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"504","DS","Simulation","Ubisoft","[0.33,82.7]"
"505","PS","Racing","Codemasters","[0.33,82.7]"
"506","XOne","Shooter","Activision","[0.33,82.7]"
"507","X360","Sports","Electronic Arts","[0.33,82.7]"
"508","XB","Role-Playing","Ubisoft","[0.33,82.7]"
"509","PS3","Fighting","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"510","SNES","Racing","Nintendo","[0.33,82.7]"
"511","N64","Platform","Nintendo","[0.33,82.7]"
"512","PC","Strategy","Virgin Interactive","[0.33,82.7]"
"513","Wii","Action","Activision","[0.33,82.7]"
"514","PS3","Sports","Electronic Arts","[0.33,82.7]"
"515","PS3","Action","Ubisoft","[0.33,82.7]"
"516","X360","Shooter","Take-Two Interactive","[0.33,82.7]"
"517","X360","Sports","Electronic Arts","[0.33,82.7]"
"518","PS3","Shooter","Electronic Arts","[0.33,82.7]"
"519","PS2","Fighting","THQ","[0.33,82.7]"
"520","GC","Shooter","Nintendo","[0.33,82.7]"
"521","GBA","Action","THQ","[0.33,82.7]"
"522","PC","Adventure","Red Orb","[0.33,82.7]"
"523","PS3","Racing","Electronic Arts","[0.33,82.7]"
"524","DS","Simulation","Ubisoft","[0.33,82.7]"
"525","PS2","Fighting","THQ","[0.33,82.7]"
"526","X360","Action","LucasArts","[0.33,82.7]"
"527","DS","Platform","Nintendo","[0.33,82.7]"
"528","PS","Sports","Sony Computer Entertainment","[0.33,82.7]"
"529","PS3","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"530","PS","Platform","Sony Computer Entertainment","[0.33,82.7]"
"531","PS2","Fighting","THQ","[0.33,82.7]"
"532","SNES","Role-Playing","Enix Corporation","[0.33,82.7]"
"533","PS","Fighting","GT Interactive","[0.33,82.7]"
"534","PC","Shooter","Electronic Arts","[0.33,82.7]"
"535","PS2","Sports","Electronic Arts","[0.33,82.7]"
"536","DS","Puzzle","Nintendo","[0.33,82.7]"
"537","3DS","Role-Playing","Nintendo","[0.33,82.7]"
"538","PS2","Platform","Sony Computer Entertainment","[0.33,82.7]"
"539","PS4","Action","Sony Computer Entertainment","[0.33,82.7]"
"540","PS2","Platform","Sony Computer Entertainment","[0.33,82.7]"
"541","PS3","Fighting","Namco Bandai Games","[0.33,82.7]"
"542","PS2","Simulation","Electronic Arts","[0.33,82.7]"
"543","Wii","Platform","Sega","[0.33,82.7]"
"544","X360","Action","THQ","[0.33,82.7]"
"545","2600","Shooter","Atari","[0.33,82.7]"
"546","SNES","Misc","Nintendo","[0.33,82.7]"
"547","PS4","Action","Ubisoft","[0.33,82.7]"
"548","N64","Strategy","Nintendo","[0.33,82.7]"
"549","NES","Action","Nintendo","[0.33,82.7]"
"550","X360","Adventure","Take-Two Interactive","[0.33,82.7]"
"551","X360","Shooter","Activision","[0.33,82.7]"
"552","GBA","Action","Nintendo","[0.33,82.7]"
"553","PS2","Action","Virgin Interactive","[0.33,82.7]"
"554","PS4","Fighting","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"555","N64","Misc","Nintendo","[0.33,82.7]"
"556","X360","Sports","Electronic Arts","[0.33,82.7]"
"557","PS2","Action","LucasArts","[0.33,82.7]"
"558","X360","Sports","Electronic Arts","[0.33,82.7]"
"559","DS","Puzzle","Nintendo","[0.33,82.7]"
"560","X360","Sports","Electronic Arts","[0.33,82.7]"
"561","PS2","Racing","Electronic Arts","[0.33,82.7]"
"562","3DS","Role-Playing","Level 5","[0.33,82.7]"
"563","PS3","Racing","Electronic Arts","[0.33,82.7]"
"564","PS3","Role-Playing","Square Enix","[0.33,82.7]"
"565","GEN","Fighting","Arena Entertainment","[0.33,82.7]"
"566","PS2","Shooter","Activision","[0.33,82.7]"
"567","X360","Misc","Activision","[0.33,82.7]"
"568","PS","Shooter","Electronic Arts","[0.33,82.7]"
"569","XB","Role-Playing","Microsoft Game Studios","[0.33,82.7]"
"570","DS","Action","Disney Interactive Studios","[0.33,82.7]"
"571","PS2","Action","Ubisoft","[0.33,82.7]"
"572","Wii","Action","Activision","[0.33,82.7]"
"573","PSP","Shooter","Electronic Arts","[0.33,82.7]"
"574","NES","Platform","Nintendo","[0.33,82.7]"
"575","N64","Action","Nintendo","[0.33,82.7]"
"576","X360","Action","LucasArts","[0.33,82.7]"
"577","PS2","Racing","Take-Two Interactive","[0.33,82.7]"
"578","PSP","Fighting","Sony Computer Entertainment","[0.33,82.7]"
"579","X360","Strategy","Microsoft Game Studios","[0.33,82.7]"
"580","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"581","PS2","Sports","Sega","[0.33,82.7]"
"582","Wii","Sports","Nintendo","[0.33,82.7]"
"583","X360","Shooter","Electronic Arts","[0.33,82.7]"
"584","X360","Sports","Electronic Arts","[0.33,82.7]"
"585","X360","Sports","Take-Two Interactive","[0.33,82.7]"
"586","DS","Simulation","Nintendo","[0.33,82.7]"
"587","PS2","Action","Electronic Arts","[0.33,82.7]"
"588","Wii","Platform","Nintendo","[0.33,82.7]"
"589","GEN","Action","Sega","[0.33,82.7]"
"590","PS3","Sports","Electronic Arts","[0.33,82.7]"
"591","PS3","Platform","Sony Computer Entertainment","[0.33,82.7]"
"592","PS2","Sports","Electronic Arts","[0.33,82.7]"
"593","PSP","Platform","Sony Computer Entertainment","[0.33,82.7]"
"594","PS4","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"595","X360","Action","Take-Two Interactive","[0.33,82.7]"
"596","PSP","Role-Playing","Capcom","[0.33,82.7]"
"597","PS2","Fighting","THQ","[0.33,82.7]"
"598","PS2","Platform","Sony Computer Entertainment","[0.33,82.7]"
"599","DS","Misc","Nintendo","[0.33,82.7]"
"600","X360","Role-Playing","Electronic Arts","[0.33,82.7]"
"601","PS2","Sports","Electronic Arts","[0.33,82.7]"
"602","GC","Platform","Sega","[0.33,82.7]"
"603","NES","Role-Playing","Enix Corporation","[0.33,82.7]"
"604","PS3","Sports","Electronic Arts","[0.33,82.7]"
"605","GC","Role-Playing","Nintendo","[0.33,82.7]"
"606","Wii","Sports","Konami Digital Entertainment","[0.33,82.7]"
"607","X360","Sports","Electronic Arts","[0.33,82.7]"
"608","2600","Shooter","Atari","[0.33,82.7]"
"609","PS2","Racing","Acclaim Entertainment","[0.33,82.7]"
"610","N64","Action","Nintendo","[0.33,82.7]"
"611","Wii","Misc","Midway Games","[0.33,82.7]"
"612","NES","Role-Playing","Capcom","[0.33,82.7]"
"613","PS3","Action","Square Enix","[0.33,82.7]"
"614","X360","Role-Playing","Activision","[0.33,82.7]"
"615","PS2","Sports","Konami Digital Entertainment","[0.33,82.7]"
"616","N64","Misc","Nintendo","[0.33,82.7]"
"617","PS3","Action","THQ","[0.33,82.7]"
"618","XB","Action","Take-Two Interactive","[0.33,82.7]"
"619","Wii","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"620","PS2","Fighting","Midway Games","[0.33,82.7]"
"621","PS3","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"622","X360","Racing","Disney Interactive Studios","[0.33,82.7]"
"623","PS","Action","Eidos Interactive","[0.33,82.7]"
"624","PS3","Sports","Take-Two Interactive","[0.33,82.7]"
"625","X360","Misc","Electronic Arts","[0.33,82.7]"
"626","X360","Sports","Take-Two Interactive","[0.33,82.7]"
"627","GC","Misc","Nintendo","[0.33,82.7]"
"628","Wii","Misc","THQ","[0.33,82.7]"
"629","PS3","Racing","Take-Two Interactive","[0.33,82.7]"
"630","SNES","Role-Playing","SquareSoft","[0.33,82.7]"
"631","PS","Role-Playing","SquareSoft","[0.33,82.7]"
"632","PS","Racing","Sony Computer Entertainment","[0.33,82.7]"
"633","X360","Shooter","Microsoft Game Studios","[0.33,82.7]"
"634","PSP","Racing","Electronic Arts","[0.33,82.7]"
"635","PS2","Simulation","Electronic Arts","[0.33,82.7]"
"636","PC","Adventure","Red Orb","[0.33,82.7]"
"637","X360","Shooter","Ubisoft","[0.33,82.7]"
"638","DC","Platform","Sega","[0.33,82.7]"
"639","NES","Sports","Nintendo","[0.33,82.7]"
"640","PS3","Sports","Konami Digital Entertainment","[0.33,82.7]"
"641","PS2","Fighting","Atari","[0.33,82.7]"
"642","PS2","Racing","Sony Computer Entertainment","[0.33,82.7]"
"643","PS","Action","Capcom","[0.33,82.7]"
"644","XOne","Misc","Microsoft Game Studios","[0.33,82.7]"
"645","PS2","Racing","Electronic Arts","[0.33,82.7]"
"646","XOne","Sports","Electronic Arts","[0.33,82.7]"
"647","PS","Puzzle","JVC","[0.33,82.7]"
"648","NES","Fighting","Nintendo","[0.33,82.7]"
"649","PC","Strategy","Electronic Arts","[0.33,82.7]"
"650","GBA","Adventure","Konami Digital Entertainment","[0.33,82.7]"
"651","PS4","Racing","Electronic Arts","[0.33,82.7]"
"652","X360","Sports","505 Games","[0.33,82.7]"
"653","Wii","Action","LucasArts","[0.33,82.7]"
"654","PC","Misc","Hasbro Interactive","[0.33,82.7]"
"655","PS3","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"656","X360","Action","Deep Silver","[0.33,82.7]"
"657","PS2","Misc","RedOctane","[0.33,82.7]"
"658","PS3","Action","LucasArts","[0.33,82.7]"
"659","X360","Misc","Microsoft Game Studios","[0.33,82.7]"
"660","N64","Fighting","THQ","[0.33,82.7]"
"661","PS4","Action","Sony Computer Entertainment","[0.33,82.7]"
"662","PS4","Sports","Take-Two Interactive","[0.33,82.7]"
"663","PS3","Sports","Electronic Arts","[0.33,82.7]"
"664","PS2","Misc","Konami Digital Entertainment","[0.33,82.7]"
"665","X360","Sports","Electronic Arts","[0.33,82.7]"
"666","PC","Shooter","Vivendi Games","[0.33,82.7]"
"667","PS2","Action","THQ","[0.33,82.7]"
"668","PS2","Sports","Activision","[0.33,82.7]"
"669","PS3","Sports","Electronic Arts","[0.33,82.7]"
"670","X360","Sports","Microsoft Game Studios","[0.33,82.7]"
"671","GB","Platform","Nintendo","[0.33,82.7]"
"672","DS","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"673","GB","Platform","Nintendo","[0.33,82.7]"
"674","GB","Role-Playing","Eidos Interactive","[0.33,82.7]"
"675","X360","Racing","Take-Two Interactive","[0.33,82.7]"
"676","Wii","Platform","Activision","[0.33,82.7]"
"677","PS2","Fighting","THQ","[0.33,82.7]"
"678","Wii","Sports","Ubisoft","[0.33,82.7]"
"679","PS2","Action","Capcom","[0.33,82.7]"
"680","X360","Simulation","Electronic Arts","[0.33,82.7]"
"681","3DS","Action","Nintendo","[0.33,82.7]"
"682","XOne","Sports","Take-Two Interactive","[0.33,82.7]"
"683","Wii","Misc","Ubisoft","[0.33,82.7]"
"684","N64","Sports","Nintendo","[0.33,82.7]"
"685","PS","Action","Take-Two Interactive","[0.33,82.7]"
"686","PS2","Shooter","Electronic Arts","[0.33,82.7]"
"687","DS","Puzzle","Nintendo","[0.33,82.7]"
"688","PS","Racing","Electronic Arts","[0.33,82.7]"
"689","SNES","Role-Playing","SquareSoft","[0.33,82.7]"
"690","PS","Sports","989 Studios","[0.33,82.7]"
"691","X360","Action","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"692","PC","Action","NCSoft","[0.33,82.7]"
"693","DS","Role-Playing","Nintendo","[0.33,82.7]"
"694","PS3","Action","Deep Silver","[0.33,82.7]"
"695","PC","Action","Eidos Interactive","[0.33,82.7]"
"696","PS3","Action","Sony Computer Entertainment","[0.33,82.7]"
"697","XB","Racing","Electronic Arts","[0.33,82.7]"
"698","PS3","Sports","Konami Digital Entertainment","[0.33,82.7]"
"699","Wii","Misc","Ubisoft","[0.33,82.7]"
"700","3DS","Action","Level 5","[0.33,82.7]"
"701","NES","Platform","Nintendo","[0.33,82.7]"
"702","PS2","Sports","Electronic Arts","[0.33,82.7]"
"703","PS3","Action","LucasArts","[0.33,82.7]"
"704","PS3","Shooter","Take-Two Interactive","[0.33,82.7]"
"705","PS","Racing","Codemasters","[0.33,82.7]"
"706","3DS","Role-Playing","Nintendo","[0.33,82.7]"
"707","PS3","Misc","Sega","[0.33,82.7]"
"708","Wii","Misc","Sega","[0.33,82.7]"
"709","GBA","Platform","Nintendo","[0.33,82.7]"
"710","GBA","Platform","Nintendo","[0.33,82.7]"
"711","PS3","Misc","Activision","[0.33,82.7]"
"712","Wii","Shooter","Activision","[0.33,82.7]"
"713","Wii","Action","Capcom","[0.33,82.7]"
"714","PSV","Misc","Sony Computer Entertainment Europe","[0.33,82.7]"
"715","PS2","Adventure","Capcom","[0.33,82.7]"
"716","PS","Sports","UEP Systems","[0.33,82.7]"
"717","GC","Role-Playing","Nintendo","[0.33,82.7]"
"718","PS3","Sports","Electronic Arts","[0.33,82.7]"
"719","Wii","Role-Playing","Nintendo","[0.33,82.7]"
"720","PSP","Fighting","Square Enix","[0.33,82.7]"
"721","GBA","Platform","Sega","[0.33,82.7]"
"722","GBA","Platform","Vivendi Games","[0.33,82.7]"
"723","NES","Action","Konami Digital Entertainment","[0.33,82.7]"
"724","DS","Action","Activision","[0.33,82.7]"
"725","PS2","Simulation","Konami Digital Entertainment","[0.33,82.7]"
"726","WiiU","Platform","Nintendo","[0.33,82.7]"
"727","PS2","Action","Ubisoft","[0.33,82.7]"
"728","DS","Puzzle","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"729","GB","Adventure","Nintendo","[0.33,82.7]"
"730","X360","Racing","Electronic Arts","[0.33,82.7]"
"731","X360","Shooter","Take-Two Interactive","[0.33,82.7]"
"732","XOne","Action","Ubisoft","[0.33,82.7]"
"733","PS2","Action","Capcom","[0.33,82.7]"
"734","X360","Misc","Electronic Arts","[0.33,82.7]"
"735","2600","Action","Parker Bros.","[0.33,82.7]"
"736","X360","Misc","Activision","[0.33,82.7]"
"737","GB","Platform","Nintendo","[0.33,82.7]"
"738","NES","Sports","Namco Bandai Games","[0.33,82.7]"
"739","Wii","Platform","Sega","[0.33,82.7]"
"740","DS","Puzzle","Disney Interactive Studios","[0.33,82.7]"
"741","PS3","Action","Konami Digital Entertainment","[0.33,82.7]"
"742","X360","Action","THQ","[0.33,82.7]"
"743","XB","Role-Playing","Activision","[0.33,82.7]"
"744","GB","Misc","Nintendo","[0.33,82.7]"
"745","GB","Platform","Nintendo","[0.33,82.7]"
"746","PS3","Action","Square Enix","[0.33,82.7]"
"747","GB","Role-Playing","Konami Digital Entertainment","[0.33,82.7]"
"748","PS2","Racing","THQ","[0.33,82.7]"
"749","XOne","Racing","Microsoft Game Studios","[0.33,82.7]"
"750","X360","Sports","Electronic Arts","[0.33,82.7]"
"751","DS","Role-Playing","Nintendo","[0.33,82.7]"
"752","GBA","Role-Playing","Nintendo","[0.33,82.7]"
"753","X360","Role-Playing","Square Enix","[0.33,82.7]"
"754","N64","Simulation","Nintendo","[0.33,82.7]"
"755","NES","Sports","Nintendo","[0.33,82.7]"
"756","PC","Simulation","Electronic Arts","[0.33,82.7]"
"757","Wii","Sports","Ubisoft","[0.33,82.7]"
"758","PS","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"759","PS4","Shooter","Ubisoft","[0.33,82.7]"
"760","NES","Sports","Nintendo","[0.33,82.7]"
"761","XOne","Sports","Electronic Arts","[0.33,82.7]"
"762","PSP","Shooter","Activision","[0.33,82.7]"
"763","SNES","Role-Playing","Nintendo","[0.33,82.7]"
"764","NES","Misc","Nintendo","[0.33,82.7]"
"765","NES","Racing","Nintendo","[0.33,82.7]"
"766","PC","Simulation","Maxis","[0.33,82.7]"
"767","2600","Shooter","Imagic","[0.33,82.7]"
"768","PS2","Simulation","Konami Digital Entertainment","[0.33,82.7]"
"769","DS","Puzzle","Nintendo","[0.33,82.7]"
"770","GBA","Role-Playing","SquareSoft","[0.33,82.7]"
"771","PS4","Action","Ubisoft","[0.33,82.7]"
"772","DS","Action","Disney Interactive Studios","[0.33,82.7]"
"773","DS","Role-Playing","Square Enix","[0.33,82.7]"
"774","Wii","Platform","Nintendo","[0.33,82.7]"
"775","XB","Racing","Microsoft Game Studios","[0.33,82.7]"
"776","GB","Sports","Nintendo","[0.33,82.7]"
"777","PS3","Sports","Take-Two Interactive","[0.33,82.7]"
"778","PS3","Shooter","Take-Two Interactive","[0.33,82.7]"
"779","N64","Sports","Activision","[0.33,82.7]"
"780","PS3","Sports","Konami Digital Entertainment","[0.33,82.7]"
"781","PS2","Racing","Electronic Arts","[0.33,82.7]"
"782","Wii","Sports","Nintendo","[0.33,82.7]"
"783","Wii","Misc","MTV Games","[0.33,82.7]"
"784","PS2","Action","Tecmo Koei","[0.33,82.7]"
"785","X360","Fighting","Warner Bros. Interactive Entertainment","[0.33,82.7]"
"786","PS","Role-Playing","SquareSoft","[0.33,82.7]"
"787","PS2","Platform","THQ","[0.33,82.7]"
"788","XB","Action","Microsoft Game Studios","[0.33,82.7]"
"789","PSP","Racing","Electronic Arts","[0.33,82.7]"
"790","X360","Shooter","Valve Software","[0.33,82.7]"
"791","PS2","Action","Capcom","[0.33,82.7]"
"792","PS","Sports","ASCII Entertainment","[0.33,82.7]"
"793","X360","Action","Capcom","[0.33,82.7]"
"794","PS2","Action","THQ","[0.33,82.7]"
"795","X360","Action","Take-Two Interactive","[0.33,82.7]"
"796","Wii","Misc","Mindscape","[0.33,82.7]"
"797","DS","Simulation","Electronic Arts","[0.33,82.7]"
"798","PS4","Shooter","Electronic Arts","[0.33,82.7]"
"799","PSP","Action","Konami Digital Entertainment","[0.33,82.7]"
"800","PC","Role-Playing","Activision","[0.33,82.7]"
"801","PS2","Puzzle","THQ","[0.33,82.7]"
"802","PS3","Racing","Electronic Arts","[0.33,82.7]"
"803","Wii","Simulation","Konami Digital Entertainment","[0.33,82.7]"
"804","GC","Misc","Nintendo","[0.33,82.7]"
"805","PS3","Action","Take-Two Interactive","[0.33,82.7]"
"806","PC","Strategy","Electronic Arts","[0.33,82.7]"
"807","PC","Strategy","Activision","[0.33,82.7]"
"808","PS3","Sports","Electronic Arts","[0.33,82.7]"
"809","PS","Shooter","Take-Two Interactive","[0.33,82.7]"
"810","PSP","Role-Playing","Square Enix","[0.33,82.7]"
"811","X360","Fighting","THQ","[0.33,82.7]"
"812","PS3","Role-Playing","Namco Bandai Games","[0.33,82.7]"
"813","GBA","Strategy","Konami Digital Entertainment","[0.33,82.7]"
"814","X360","Racing","Electronic Arts","[0.33,82.7]"
"815","PS3","Simulation","Electronic Arts","[0.33,82.7]"
"816","X360","Action","Ubisoft","[0.33,82.7]"
"817","GBA","Role-Playing","Nintendo","[0.33,82.7]"
"818","GBA","Action","THQ","[0.33,82.7]"
"819","PS","Racing","Namco Bandai Games","[0.33,82.7]"
"820","PS2","Fighting","Namco Bandai Games","[0.33,82.7]"
"821","3DS","Role-Playing","Nintendo","[0.33,82.7]"
"822","PS3","Racing","Electronic Arts","[0.33,82.7]"
"823","DS","Misc","Take-Two Interactive","[0.33,82.7]"
"824","PS3","Sports","Take-Two Interactive","[0.33,82.7]"
"825","DS","Role-Playing","Nintendo","[0.33,82.7]"
"826","GC","Misc","Infogrames","[0.33,82.7]"
"827","PS3","Role-Playing","Activision","[0.33,82.7]"
"828","GEN","Sports","Arena Entertainment","[0.33,82.7]"
"829","X360","Racing","Microsoft Game Studios","[0.33,82.7]"
"830","DS","Role-Playing","Square Enix","[0.33,82.7]"
"831","X360","Misc","Microsoft Game Studios","[0.33,82.7]"
"832","Wii","Misc","Ubisoft","[0.33,82.7]"
"833","PS2","Shooter","Sony Computer Entertainment","[0.33,82.7]"
"834","PS2","Action","Ubisoft","[0.33,82.7]"
"835","GBA","Platform","Nintendo","[0.33,82.7]"
